Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
10,"[62.823659290374344, 33.58680564230011, 66.51238331297719]","[345.8514034296906, 0.0, 357.95132751421966]",42210.0,-4120.0
11,"[63.412965434544745, 33.58680564230011, 66.51238331297719]","[346.98306775562753, 0.0, 357.95132751421966]",42180.0,-4150.0
11,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
11,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
11,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
11,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
11,"[62.79262460441508, 34.00486343581402, 64.5576692181419]","[344.6233389008154, 2.996326467897855, 357.6772351983174]",42200.0,-4120.0
11,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
11,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
11,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
11,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
12,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
12,"[63.412965434544745, 33.58680564230011, 66.51238331297719]","[346.98306775562753, 0.0, 357.95132751421966]",42180.0,-4150.0
12,"[61.84058050601392, 33.9015618239416, 64.5576692181419]","[345.08772922843804, 2.190876958024108, 357.6772351983174]",42190.0,-4130.0
