Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
1,"[160.6067384416828, 147.2781050247383, 120.91088250922796]","[111.33236224463786, 98.16897198681502, 265.63154220049216]",47130.0,-3370.0
1,"[160.6067384416828, 147.2781050247383, 120.91088250922796]","[111.33236224463786, 98.16897198681502, 265.63154220049216]",47130.0,-3370.0
1,"[160.6067384416828, 147.2781050247383, 120.1360928181089]","[111.33236224463786, 98.16897198681502, 266.05721966595274]",47140.0,-3350.0
2,"[152.99571586791657, 157.28321932497582, 168.68493673547087]","[95.69263578929665, 100.54140416293683, 33.74566658720837]",29450.0,-2290.0
2,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
2,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
2,"[152.99571586791657, 156.47603898913658, 169.8395729076514]","[95.69263578929665, 100.47772702553756, 33.05315171966349]",32480.0,-2240.0
2,"[152.99571586791657, 156.62375801079196, 167.06252000187388]","[95.69263578929665, 100.07491809018609, 33.111788431097914]",37630.0,-3550.0
2,"[152.99571586791657, 156.62375801079196, 167.70425543560754]","[95.69263578929665, 100.07491809018609, 34.44146460710328]",38250.0,-2910.0
2,"[151.87857845643668, 168.029247814809, 121.28399897267526]","[155.20437391606333, 157.45404437737105, 142.6648868256456]",39700.0,-1740.0
2,"[150.3138869297713, 168.029247814809, 121.28399897267526]","[157.2546342522101, 157.45404437737105, 142.6648868256456]",39910.0,-1660.0
2,"[120.43697738652469, 149.84954268397382, 158.3505744922379]","[192.09842352118136, 222.51284644624965, 228.56286715480147]",41830.0,-2730.0
2,"[120.43697738652469, 149.84954268397382, 155.88947756885332]","[192.09842352118136, 222.51284644624965, 229.13966552337024]",42170.0,-2470.0
3,"[152.99571586791657, 157.28321932497582, 168.68493673547087]","[95.69263578929665, 100.54140416293683, 33.74566658720837]",29450.0,-2290.0
3,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
3,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
3,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
3,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
3,"[152.36949393247565, 156.62375801079196, 168.68493673547087]","[95.6216648250861, 100.07491809018609, 33.74566658720837]",31060.0,-2300.0
3,"[152.99571586791657, 155.40435706439123, 168.68493673547087]","[95.69263578929665, 100.24879385585992, 33.74566658720837]",31170.0,-2200.0
3,"[152.99571586791657, 156.47603898913658, 169.8395729076514]","[95.69263578929665, 100.47772702553756, 33.05315171966349]",32480.0,-2240.0
3,"[152.8009334262049, 157.28321932497582, 168.68493673547087]","[97.50556106309212, 100.54140416293683, 33.74566658720837]",32550.0,-2230.0
3,"[152.99571586791657, 156.38600215384784, 168.31722016237816]","[95.69263578929665, 98.48948106058818, 33.36327713043067]",36090.0,-2320.0
4,"[152.99571586791657, 157.28321932497582, 168.68493673547087]","[95.69263578929665, 100.54140416293683, 33.74566658720837]",29450.0,-2290.0
4,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
4,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
4,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
4,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
4,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
4,"[152.36949393247565, 156.62375801079196, 168.68493673547087]","[95.6216648250861, 100.07491809018609, 33.74566658720837]",31060.0,-2300.0
4,"[152.03792605084791, 156.62375801079196, 169.33991728787117]","[95.66486844361981, 100.07491809018609, 33.31869076747311]",31090.0,-2270.0
4,"[152.99571586791657, 155.40435706439123, 168.68493673547087]","[95.69263578929665, 100.24879385585992, 33.74566658720837]",31170.0,-2200.0
4,"[155.52802178493224, 156.47603898913658, 169.8395729076514]","[95.24309465923928, 100.47772702553756, 33.05315171966349]",32340.0,-2380.0
5,"[152.99571586791657, 157.28321932497582, 168.68493673547087]","[95.69263578929665, 100.54140416293683, 33.74566658720837]",29450.0,-2290.0
5,"[154.7266586292763, 159.86474359976575, 161.4020715430579]","[51.52616401217264, 63.75396032847672, 56.88808474687899]",29940.0,-4970.0
5,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
5,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
5,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
5,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
5,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
5,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
5,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
5,"[152.99571586791657, 156.99862152743128, 168.68493673547087]","[95.69263578929665, 100.11621868782248, 33.74566658720837]",31040.0,-2320.0
6,"[152.99571586791657, 157.28321932497582, 168.68493673547087]","[95.69263578929665, 100.54140416293683, 33.74566658720837]",29450.0,-2290.0
6,"[154.7266586292763, 159.86474359976575, 161.4020715430579]","[51.52616401217264, 63.75396032847672, 56.88808474687899]",29940.0,-4970.0
6,"[154.7266586292763, 159.86474359976575, 161.4020715430579]","[51.52616401217264, 63.75396032847672, 56.88808474687899]",29940.0,-4970.0
6,"[154.7266586292763, 159.86474359976575, 160.46292957315129]","[51.52616401217264, 63.75396032847672, 56.3796376410312]",30670.0,-4240.0
6,"[155.07368856153644, 156.62375801079196, 168.68493673547087]","[95.34955038335173, 100.07491809018609, 33.74566658720837]",31000.0,-2440.0
6,"[155.52802178493224, 157.04580921465714, 169.8395729076514]","[95.24309465923928, 99.69988088014483, 33.05315171966349]",31000.0,-2430.0
6,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
6,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
6,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
6,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
7,"[152.99571586791657, 157.28321932497582, 168.68493673547087]","[95.69263578929665, 100.54140416293683, 33.74566658720837]",29450.0,-2290.0
7,"[154.8539587138497, 159.86474359976575, 161.4020715430579]","[51.45065977547343, 63.75396032847672, 56.88808474687899]",29920.0,-4990.0
7,"[154.7266586292763, 159.86474359976575, 161.4020715430579]","[51.52616401217264, 63.75396032847672, 56.88808474687899]",29940.0,-4970.0
7,"[154.7266586292763, 159.86474359976575, 161.4020715430579]","[51.52616401217264, 63.75396032847672, 56.88808474687899]",29940.0,-4970.0
7,"[154.7266586292763, 159.86474359976575, 160.46292957315129]","[51.52616401217264, 63.75396032847672, 56.3796376410312]",30670.0,-4240.0
7,"[154.29362968991055, 157.93301102991853, 169.8395729076514]","[95.38533824872054, 101.8408886496275, 33.05315171966349]",30950.0,-2510.0
7,"[155.52802178493224, 156.76092410189688, 169.96537268618476]","[95.24309465923928, 100.0888039528412, 33.427198611286286]",30980.0,-2460.0
7,"[155.07368856153644, 156.62375801079196, 168.68493673547087]","[95.34955038335173, 100.07491809018609, 33.74566658720837]",31000.0,-2440.0
7,"[155.17664759750335, 157.93301102991853, 169.8395729076514]","[94.41983651046436, 101.8408886496275, 33.05315171966349]",32350.0,-2490.0
7,"[152.99571586791657, 156.62375801079196, 167.73155470034288]","[95.69263578929665, 100.07491809018609, 33.59851746310093]",32870.0,-2830.0
8,"[152.99571586791657, 158.03923433943203, 169.56561292996537]","[95.69263578929665, 99.32697728527486, 35.41556412850034]",29420.0,-2520.0
8,"[152.99571586791657, 157.28321932497582, 168.68493673547087]","[95.69263578929665, 100.54140416293683, 33.74566658720837]",29450.0,-2290.0
8,"[154.7266586292763, 159.86474359976575, 163.839013897149]","[51.52616401217264, 63.75396032847672, 56.77306250569883]",29840.0,-5070.0
8,"[154.8539587138497, 159.86474359976575, 161.4020715430579]","[51.45065977547343, 63.75396032847672, 56.88808474687899]",29920.0,-4990.0
8,"[154.7266586292763, 159.86474359976575, 161.4020715430579]","[51.52616401217264, 63.75396032847672, 56.88808474687899]",29940.0,-4970.0
8,"[154.7266586292763, 159.86474359976575, 161.4020715430579]","[51.52616401217264, 63.75396032847672, 56.88808474687899]",29940.0,-4970.0
8,"[154.7266586292763, 159.86474359976575, 161.4020715430579]","[51.52616401217264, 63.75396032847672, 56.88808474687899]",29940.0,-4970.0
